TCGA_patient_barcode	14-3-3_beta	14-3-3_epsilon	14-3-3_zeta	4E-BP1	4E-BP1_pS65	4E-BP1_pT37T46	4E-BP1_pT70	53BP1	A-Raf_pS299	ACC_pS79	ACC1	Acetyl-a-Tubulin-Lys40	ACVRL1	Akt	Akt_pS473	Akt_pT308	AMPK_alpha	AMPK_pT172	Annexin-1	Annexin_VII	AR	ARHI	ARID1A	ASNS	ATM	B-Raf	Bad_pS112	Bak	Bap1-c-4	Bax	Bcl-2	Bcl-xL	Beclin	beta-Catenin	Bid	Bim	BRCA2	c-Jun_pS73	c-Kit	c-Met_pY1235	c-Myc	C-Raf	C-Raf_pS338	Caspase-7_cleavedD198	Caveolin-1	CD20	CD31	CD49b	CDK1	Chk1	Chk1_pS345	Chk2	Chk2_pT68	cIAP	Claudin-7	Collagen_VI	Cyclin_B1	Cyclin_D1	Cyclin_E1	Cyclin_E2	DJ-1	Dvl3	E-Cadherin	eEF2	eEF2K	EGFR	EGFR_pY1068	EGFR_pY1173	eIF4E	eIF4G	ER-alpha	ER-alpha_pS118	ERK2	ETS-1	FASN	Fibronectin	FoxM1	FOXO3a	FOXO3a_pS318_S321	G6PD	GAB2	GAPDH	GATA3	GSK3-alpha-beta	GSK3-alpha-beta_pS21_S9	GSK3_pS9	HER2	HER2_pY1248	HER3	HER3_pY1289	Heregulin	HSP70	IGFBP2	INPP4B	IRS1	JNK_pT183_Y185	JNK2	Ku80	Lck	LKB1	MAPK_pT202_Y204	MEK1	MEK1_pS217_S221	MIG-6	Mre11	mTOR	mTOR_pS2448	MYH11	Myosin-IIa_pS1943	N-Cadherin	N-Ras	NDRG1_pT346	NF-kB-p65_pS536	NF2	Notch1	P-Cadherin	p21	p27	p27_pT157	p27_pT198	p38_MAPK	p38_pT180_Y182	p53	p62-LCK-ligand	p70S6K	p70S6K_pT389	p90RSK	p90RSK_pT359_S363	PAI-1	Paxillin	PCNA	PDCD4	PDK1	PDK1_pS241	PEA-15	PEA15_pS116	PI3K-p110-alpha	PI3K-p85	PKC-alpha	PKC-alpha_pS657	PKC-delta_pS664	PKC-pan_BetaII_pS660	PR	PRAS40_pT246	PRDX1	PREX1	PTEN	Rab-25	Rab11	Rad50	Rad51	Raptor	Rb_pS807_S811	RBM15	Rictor	Rictor_pT1135	S6	S6_pS235_S236	S6_pS240_S244	SCD1	SF2	Shc_pY317	Smad1	Smad3	Smad4	Src	Src_pY416	Src_pY527	STAT3_pY705	STAT5-alpha	Stathmin	Syk	TAZ	TIGAR	Transglutaminase	TFRC	TSC1	Tuberin	Tuberin_pT1462	VEGFR2	VHL	XBP1	XRCC1	YAP	YAP_pS127	YB-1	YB-1_pS102	JAB1	MSH2	MSH6
TCGA-B6-A0RG	0.185281236	0.011520418	-0.250352401	-0.261996927	0.051427979	-0.346597671	0.079748135	0.240305723	-0.164753887	0.410132761	0.067528618	-1.229723853	0.016722763	-0.175546473	-0.393212407	-0.276057195	-0.058924388	-0.387904944	0.044643059	-0.110943613	0.177991912	-0.02847705	-0.221686171	-0.148778875	-0.343650261	-0.034328342	-0.056483965	0.083780941	-0.291455199	-0.139561441	0.738847093	-0.081147587	0.100929322	-0.396502121	0.533300857	-0.341446995	0.039956199	-0.017659618	-0.327895864	0.29671164	0.222290524	-0.045487486	0.361263145	0.102967395	-0.570929493	0.061479786	0.233507292	0.406456319	0.017307532	0.337739107	0.202931675	-0.658631201	0.313615369	-0.062654079	-0.217315701	-0.75499633	-0.017451583	0.471497722	-0.176474526	-0.040259861	-0.593422629	-0.021107469	-0.170632416	-0.091258821	-0.895819636	0.077079266	0.006160413	0.250927931	-0.007146425	-0.013952114	0.83614844	0.966549882	-0.29600047	0.015503291	2.022345592	0.927961355	-0.003064095	0.074285926	0.104559489	-0.020454942	0.051339219	-0.316197217	0.458359164	-0.543093172	-0.018422618	0.062261052	-0.183765267	-0.056421082	-0.050039188	0.068473107	0.061837427	2.068246186	1.263264516	1.150841299	0.363893143	0.069162238	-0.334165776	-0.408982673	-0.028475932	-0.016785361	0.925834781	0.156586161	0.188692549	-0.004460784	0.351101843	-0.464318924	-0.084923523	-1.626861649	-0.070750141	0.505655661	0.209411676	0.845476354	-0.292498445	-0.181977723	0.291771506	-0.057805682	0.644877518	-0.434932076	0.075406423	-0.147268145	-0.126505577	0.475948051	0.201637756	0.198323106	0.07774064	0.070864524	-0.074684645	-0.106226911	1.276943339	0.004326613	-0.067862898	-0.826681496	-0.071225525	-0.117247526	-0.071277606	0.238294641	0.005490752	0.002319076	0.083310133	0.033667377	0.163075058	0.220569692	2.138026591	0.096984946	0.059478906	0.08376161	0.196538616	-0.522331929	0.373840465	-0.23291491	0.161382108	-0.0736451	-0.014620594	-0.406160359	-0.321538215	0.269035492	-0.35488894	-0.103633547	-0.125974551	0.655545183	-0.057982886	-0.00377654	0.138285827	0.541131587	-0.025183425	0.301785323	-0.086278791	0	0.347740397	-0.317105944	0.568087611	0.518036893	0.122697986	0.178347164	-0.074647855	-0.256312596	0.24556614	0.040166107	-0.230322527	0.446151412	1.607936369	-0.063458173	-0.159940028	0.050577663	-0.148909698	0.038863058	0.105027973	-0.113856602	-0.523813197	-0.248200359
TCGA-B6-A0RH	0.158769057	0.06603201	-0.16749106	-0.451119435	0.1235318	-0.854070702	-0.068338202	-1.407122242	-0.006545361	-0.558389406	-0.990093358	0.040076773	-0.015007903	0.166671997	-0.160548693	0.162355252	0.034508238	-0.169890158	0.260740509	-0.106970101	0.114923414	0.100048541	-0.11678602	0.483312692	-0.855294384	-0.37596658	-0.182331364	0.278540097	-0.815187188	0.277489757	-1.237996184	0.012669334	0.172080433	-0.542681865	0.806878243	-0.460491662	0.23212896	-0.032293501	-0.289186046	0.366711192	0.591796845	-0.321443627	0.273087965	0.286632894	-0.501590115	0.231412627	0.117719827	0.309904002	0.245737976	0.374179935	0.211830988	-0.312184357	0.318522605	0.096505796	0.715349444	-0.436117092	-0.532562068	0.326710938	-0.144006392	-0.151914227	0	0.065458514	-0.204452557	0.085416978	0.034414376	0.415526781	0.600448455	0.353143168	-0.345601762	-0.277968936	-1.542029263	-0.208762006	0.012670875	0.18091108	-0.766695906	0.259674222	-0.507195885	0.244004407	0.221383246	0.353066069	-0.165400802	2.538083813	-0.235127822	-0.30310813	-0.6105449	-0.721082438	1.89853472	1.153800309	0.728080019	0.040602	0.152093548	0.531891338	0.113862806	-0.012783087	0.340752643	0.084856552	-0.148566284	-0.066868768	-0.336393781	0.178898544	0.124819746	0.001047457	-0.076257619	0.30307961	0.511474956	-0.305958003	-0.372568495	-0.410996623	0.013837276	0.399236497	-0.038131601	0.313808748	-0.740723302	0.156121943	0.331344123	0.260651689	0.479242099	-0.047421056	0.060879756	0.038233591	-0.223043892	-0.194897816	0.214280645	-0.077946251	-0.210830122	0.183089365	-0.356243257	-0.74045151	2.217319584	0.298628566	-0.048438614	-1.011780114	-0.185174052	-0.362477894	0.235080942	0.129606971	-0.218820532	-0.567652898	0.09400983	-0.032146699	0.09113677	-0.430885527	-0.022850724	-0.014373759	-0.002649725	-0.327723956	0.624909135	-0.321988453	0.20478027	-0.024918462	0.204683825	-0.196151615	-0.707914853	-0.57877983	-0.558795654	0.168768743	-0.445374861	-0.738476701	-0.443902637	-0.19154284	0.140795677	-0.010416456	-0.014046617	-0.076038898	-0.005805419	0.472230477	0.212146807	-0.083298067	0.408231458	-0.75066859	0.470620676	-0.43977989	0.253068209	0.16155108	0.18738167	-0.290029474	2.593341273	-0.255523242	-0.424059281	-0.078034255	0.842603628	0.111213632	-0.183926246	0.457673893	1.077557659	0.485502648	0.037570094	-0.242829615	-0.573074453	-0.173363822
TCGA-B6-A0RL	0.035030884	-0.00352163	-0.201037103	-0.158977325	0.147183743	0.824790341	0.089036298	0.788685382	-0.133477568	0.146500511	0.322138253	0.365081076	-0.158814564	-0.367702966	0.345328234	0.285530481	-0.269211111	-0.302293391	-0.208006044	-0.043658057	0.605367375	-0.046970844	-0.087153248	-0.449022294	0.011611306	0.391432268	0.116336	-0.036098	0.141948465	0.234687172	1.736404466	0.153462008	0.269057976	0.565598358	0.112929531	1.067125567	0.032132449	0.146608349	-0.477015136	-0.047110393	-0.222425835	0.221538585	0.026165838	-0.302211214	1.151527554	-0.145475751	-0.233968175	-0.253506252	0.176383132	0.055728004	-0.030614851	0.229431723	-0.178232343	-0.052063043	-0.075433498	0.664220838	-0.074934828	0.91056812	0.466097585	-0.188281752	0.148211357	0.065050765	0.66663193	-0.278281323	0.025336781	-0.105379183	-0.185831495	0.006863283	0.02271054	-0.009992939	3.467086273	0.292198544	0.037478978	-0.212638798	-1.723674659	1.199837395	-0.280979635	0.044095278	-0.089136342	-0.399630131	1.936568757	-0.190726393	1.388035133	0.246261255	-0.171379767	-0.453035154	-0.096931238	-0.145741195	-0.113472961	-0.044252634	-0.109890609	0.243090033	0.106745963	-0.087827955	0.056347514	0.073266354	0.2241257	-0.064267946	-0.236122661	-0.119856359	1.208058672	0.019902464	0.171650184	0.095909127	-0.072931048	-0.272967197	0.243033081	-1.556846776	-0.55889768	-0.055154265	-0.121781585	0.047464763	-1.110402111	0.158423598	-0.005600605	0.099788343	0.256337557	-0.056537638	0.039148716	0.080580678	0.20239175	-0.060365345	-0.448651882	0.532481369	0.084174084	0.662580293	-0.452988601	0.100253294	-0.160303845	0.023867205	-0.021395906	-0.373519343	0.151567902	0.288764775	0.223349729	-0.141016782	0.414636989	0.068720047	-0.136175385	-0.06573301	-0.277892444	-0.185781337	4.32820214	-0.269093041	0.033241112	-0.300022807	-0.288540639	-0.286236488	0.041149789	0.119110368	-0.029529779	-0.093114502	0.373957566	-0.549752076	-0.292740263	-0.428303337	-0.029152501	1.027309422	0.575318219	-0.711490145	-0.0639248	-0.293069123	0.298677225	0.292746325	0.105745024	0.498965549	-0.597824475	0.344741191	0.104116534	-0.381613486	0	-0.959325483	0.046685331	-0.362751337	-0.04846442	-0.133129703	-0.617248359	0.068551626	-0.408096407	0.311051562	-1.210999897	-0.139212942	0.183647974	0.029526601	-0.063872126	-0.019150731	0.121321175	0.006648298	0.20001245	-0.309295519
TCGA-B6-A0RM	-0.103698921	0.064297702	-0.001283503	0.247722997	0.056458538	0.386202811	0.160068598	-0.205534628	-0.507615916	-0.342040038	-0.653742501	0.488047207	0.05962461	-0.59022813	-0.218341344	-0.426472887	0.19222508	1.043899447	0.195742877	-0.038382317	-0.323782988	-0.017937479	-0.045778663	-0.428140653	0.200946991	0.94018256	0.203988426	-0.240705007	0.054921276	0.270687312	1.048101914	0.357203489	-0.073080011	0.240298658	-0.030627032	0.091895675	0.202618399	0.082794842	-0.328203563	-0.048902107	-0.283413874	-0.026959995	0	-0.100320672	0.857209667	-0.10215101	0.083294673	-0.324966929	-0.265463968	-0.172928815	-0.058125036	-0.340937367	-0.299418396	0.252753719	0.595895538	0.194227214	-0.437841328	-0.360612875	-0.131778653	-0.010320003	0.613716728	-0.129164624	0.187555989	0.093712939	-0.383912805	-0.039451965	-0.128938315	-0.05921835	-0.142333226	0.112764732	2.633380983	-0.067409692	0.206581546	-0.054610745	0.107719352	0.727472961	-0.435178893	-0.16584188	0.322254162	-0.011704725	-0.227334837	0.564781808	0.415765019	0.622566755	-0.511355705	-0.377730244	0.392847201	-0.06070753	-0.226786143	-0.096548247	0.073785741	0.285936959	0.827987628	1.384325306	0.19872011	-0.132346152	0.13469502	0.464162408	-0.304785222	0.085631494	1.42476859	-0.848998371	0.51292911	-0.027233085	-0.021624005	0.58291394	0.313257248	-0.177386844	0.595025747	-0.113471146	0.079322417	-0.229319913	-0.878946307	0.275143061	0.09413874	-0.182753155	0.56105584	-0.391598298	-0.084959011	-0.137759261	-0.279527717	0.086716423	-0.179448058	0.064666897	-0.064584192	-0.023576191	-0.029403987	-0.37615903	0.274926206	0.065609193	-0.007606107	-0.363470643	-0.231680152	0.010310232	0.050326037	-0.325760534	0.069893275	0.27977988	0.130535607	0.139865948	-0.087987644	0.486641378	3.373614842	-0.317381079	-0.022786749	1.151747907	-0.534824836	-0.388979432	0.176636721	0.35253706	0.071196311	0.390779659	-0.045931062	-0.285759335	-0.021900392	-0.066966512	0.049856245	0.342004175	0.12477093	-0.006478047	-0.03160749	-0.18778223	0.012487236	0.129396089	-0.156550774	-0.151114314	-0.412698934	0.100774757	0.260453634	0.53631304	-0.226642726	-0.874519186	0.25341209	-0.115527472	0.254265324	0.382637808	0.137310817	0.198022862	-0.342882468	1.211084917	0.120446012	-0.142566822	0.254744326	0.256453186	0.600830426	0.098211467	0.056193302	0.150376349	-0.03107728	-0.410155443
TCGA-BH-A18T	0.127604896	-0.091151851	0.150294043	-0.068082519	-0.025425547	-0.213961603	0.162440473	-0.435705488	-0.39090409	0.371780316	0.56463604	-0.717864328	0.12514091	-0.516599221	0.471222279	0.053495445	-0.21945109	0.072053808	0.182440005	-0.126814255	-1.039628143	0.129989912	0.005775793	0.628897155	0.430483305	-0.303052455	-0.157162169	0.143152492	0.090413378	-0.325710687	-0.67015302	-0.159993052	-0.079944635	-0.545228727	0.176602769	0.086430408	-0.099605085	0.189842996	0.557151082	-0.133568071	0.385301419	0.558941611	0.031194138	0.524087859	1.454660414	0.216675895	-0.176220975	-0.356477848	0.437092673	0.312871553	-0.050379749	0.482482677	-0.144186668	-0.448642372	-1.469596476	0.916966964	1.399664729	0.362835549	1.200988056	0.061715847	-0.384269383	0.041590311	-1.065357304	0.126161866	0.213561866	0.457723416	-0.01773465	0.031405218	0.246103584	1.047486934	-2.9087134	-0.496754699	-0.418219585	0.184901558	-1.092766848	-0.261358288	1.043600895	0.338079006	-0.077632358	-0.537565714	-0.121087152	0.925674947	-1.39248297	0.011492304	-0.214311603	0.259208561	-0.038970775	-0.45743068	0.323478512	0.110473094	0.101296111	0.869051646	-0.871547637	-0.395508763	0.2439505	0	-0.478974083	-0.212423895	0.601319502	-0.167949116	-0.541056984	0.024297026	-0.083103147	0.182140108	-0.049929263	-0.663861807	-0.487384321	1.12621147	-0.710530966	0.140971343	0.080934146	-0.425694375	0.830485046	-0.096445472	0.623682749	0.372165021	-0.056623772	-0.354809247	-0.070635714	-0.05000446	-0.012887523	0.401923588	0.424452529	1.126550319	-0.265856827	0.014028699	-0.166961713	-0.107226956	0.459651294	0.073140279	0.048808095	-1.099622368	-0.302256319	-0.311534777	-0.388663726	-0.095314651	-0.053647858	0.30036162	0.245432504	0.106325182	-0.240534349	0.109079646	-0.81758328	0.011838959	-0.488019172	-0.608117742	-0.836875012	-0.287730746	0.372712334	-0.136017994	0.292169026	-0.229028171	0.440184339	-0.415960913	-0.30702425	-0.006192154	0.265386486	0.663102936	0.22415447	-1.26260177	-0.403992384	-0.333855619	-0.057464371	-0.227201491	0.227590954	0.220513697	-0.292002544	-0.078195637	-0.254739595	0.491371916	0.19336924	0.100747793	0.181123924	-0.076095015	-0.275087681	-0.119921083	0.598680348	-0.138765638	0.020202969	-0.723355919	-2.00117061	0.22331567	-0.005121937	0.219532786	-0.293457105	0.351848789	0.415111066	0.135451195	0.311717749	0.295918017
TCGA-B6-A0RN	0.180339043	0.23893931	-0.44826414	-0.893050839	0.253144906	0.316771974	-0.117680051	0.132185269	-0.322570302	0.036137483	-0.42678537	-1.01864943	0.074501923	-0.221665044	1.148074391	0.370268129	0.075825845	0.128998406	0.23946661	0.171516249	0.050721406	0.328125492	-0.184023816	-0.777417455	-0.052371401	-0.824708277	-0.530447977	0.412310545	-0.398474686	-0.070970006	0.445886336	0.086211667	-0.297307237	-0.340678098	0.440192176	0.283414823	-0.059233973	-0.123145816	0.35139525	0.165046088	0.043061727	-0.256743312	0.184416879	-0.044092674	2.619910189	0.456440973	-0.234116723	0.048569275	-0.034320761	0.065815	0.024687261	-0.463643761	-0.203949878	-0.121553238	-0.645687804	2.075682977	-2.03630521	0.587205435	-0.243391583	0.118429198	0.389897807	-0.447925513	-0.82044466	-0.337285397	0.00056902	0.090584121	0.163350398	0.341072991	-0.061946637	-1.344315104	0.271052405	-0.366218498	0.285814538	0.218141441	-0.127360864	0.529966197	-0.561843815	0.263406115	-0.044802993	0.188280656	-0.289814527	-0.550199224	0.590220137	-0.249204891	-0.435136972	-0.073778269	-0.313756106	-0.154075457	0.661791714	0.223266546	0.229977811	2.691223319	0.067182232	0.265752098	0	0.202602122	0.116081212	-0.416648624	0.216065184	-0.172969657	1.299121315	-0.055498854	-0.110526884	0.31088573	0.207942114	-0.316627064	-0.066893766	5.816359216	-0.582122736	0.432523693	0.257285121	0.503505557	-1.018492933	-0.065058801	0.026786293	0.172992259	0.230252087	0.228596843	-0.068210389	-0.149742306	-0.126234295	-0.169810752	-0.077255002	-1.33185182	-0.708789428	0.296752382	-0.228261604	-0.329878255	-0.023881186	-0.054416397	0.200377588	0.212171591	-0.041271452	-0.082474123	0.186980736	0.322639614	-0.030107611	-0.032969827	0.141571309	0.093208816	-0.13803175	-0.250823054	2.643512708	-0.030172714	0.009718366	-0.715346581	-0.510770332	0.043879766	1.095888274	0.220429494	0.491296012	0.249999637	-0.508775408	-1.138379065	1.911358627	-0.092890051	-1.210218428	-0.594619198	-0.604013112	-0.586499033	0.21739381	-0.365801162	-0.051736512	-0.005010926	0.22998741	-0.080832083	-0.731628899	0.523141965	0.215577131	0.233205525	0.304115504	-1.215619322	0.302863017	0.035277194	0.117111829	0.042395578	-0.416654341	-0.257680035	-0.074604098	-0.445399032	-0.365995977	0.12090962	0.149271891	0.037282175	0.842419779	-0.267919966	0.211536644	0.069444113	-0.497892477	-0.505102653
TCGA-B6-A0RO	-0.238198231	0.235092072	-0.032204353	-0.061563971	0.009184576	0.780685445	0.105105286	0.260952765	-0.055893563	0.868178869	0.342459911	0.400212828	0.483362409	0.625843653	1.893602851	1.352576231	0.236831101	0.590938751	-0.085890745	0.504972295	0.669962209	0.572346975	-0.369449004	-0.896862515	0.403530899	-1.508222017	-1.350919263	0.351654272	-0.064233704	0.39147346	0.166522226	0.30156301	-1.095737404	0.070378189	0.336308005	0.037013738	-0.819146612	-0.362566155	-0.153229726	-0.719503078	-0.316301317	0.169564212	-0.365414918	-0.227839836	2.142137713	0.296608992	-2.444254906	-0.568787995	-0.482116122	-0.335227208	-0.555678419	0.060962835	-1.750108076	-0.661911639	-0.517346387	1.083601683	-1.756797829	0.089047881	-0.088517822	0.243070296	0.564889915	-0.015435073	0.322537521	-0.235333282	-0.114181028	-0.106824712	0.275405927	0.160121847	0.308378817	-1.439155344	3.073833294	-0.266379566	0.702047482	0.064791318	1.060528355	0.505611627	-1.065971072	-0.009088315	-0.178989104	0.162340147	-0.369305043	1.047828404	0.18583061	0.221270716	-0.224361641	0.490468535	-0.733821556	-0.403563352	0.031705746	0.281699882	0.181436644	-0.138897061	0.248844749	-0.578504997	-0.256474863	-0.004625261	0.233255198	-0.00523753	0.266155057	-0.584596531	-0.103550854	0.186930879	-0.145763023	0.157932568	-0.72352572	0.205714722	-0.092931425	-0.45579061	-0.430676509	0.073398655	-0.069849166	0.401280683	-1.34952459	0.227086716	-0.048309807	0.464101753	0.0679943	0.13139248	-0.326988933	0	0.139769931	-0.142541818	-1.963591253	-1.23299548	-0.104081347	-0.166536932	0.037111522	-0.771215111	-0.347530313	0.266496742	0.428410115	-3.570090746	0.364025445	0.425152567	0.19682938	0.151955267	0.073701447	0.528203267	0.214005065	0.320257458	-0.388873797	0.276064333	-0.265117163	-0.202055291	0.067318555	0.145770913	0.808201389	-0.120059923	0.76766618	0.073851843	-0.062245159	0.292378118	-0.06777247	0.307225248	-0.093724168	-0.559161646	-0.515492461	0.110112285	0.346825952	-5.715680238	-0.191915433	-2.254093928	-0.10596126	0.071972145	0.110704625	0.270069453	-1.142403342	0.687098591	0.3512144	0.583096183	-0.447570465	0.095706781	0.309856855	-0.439224393	-0.405342787	-0.507938948	-0.695852631	0.405556197	-0.363795016	-1.142381701	-1.816264757	-0.956657546	0.222040682	-0.755592366	0.2103123	-0.61107251	-0.156251094	-0.177857143	-0.467593757	-0.526861885
TCGA-B6-A0RP	-0.091356429	0.05101022	-0.212426887	-0.087004277	-0.208792399	0.060380725	-0.078563858	0.505309592	0.128342174	0.008323097	-0.394119133	0.758738884	-0.149226279	-0.042507326	-0.061120073	0.108507869	-0.128894692	0.0195038	-0.06206225	-0.001460494	0.698873349	0.004150011	0.073493286	-0.621562913	0.719824441	-0.322914725	0.08889994	0.144495113	-0.091765304	0.137887666	0.092367614	-0.104170074	-0.164814594	0.174670236	0.059264837	0.476821084	-0.154632502	0.057887614	-0.089725039	-0.029705787	-0.240047544	0.041559158	-0.041031111	0.251844036	-0.752265198	0.195129615	-0.142957768	-0.156404259	0.084234803	-0.064541841	-0.003814999	0.115492806	-0.062735075	-0.061285037	0.27533728	1.32173703	-1.118376959	0.003830439	-0.612213189	-0.054544163	0.20395023	-0.121424341	0.016117128	-0.360590616	0.220215652	-0.101293213	0.060762319	-0.008048071	-0.179947367	-0.242190288	2.718601959	1.020270416	0.153568671	0.076168598	-0.300186435	0.420050539	-0.532979684	-0.070267269	-0.09742216	-0.023262633	-0.222756134	-0.614294856	0.896974768	-0.343602602	0.214600383	0.311763678	-0.006560237	0.037777178	-0.199089862	-0.009716687	-0.09593733	0.299720926	1.212285025	0.064097256	0.528006712	0.768973197	0.23794395	0.082239279	0.783409982	-0.041607252	1.149040371	0.185793152	0.139466214	0.017947966	0.071663572	0.14401601	-0.030398381	0.577989705	0.104154786	0.068594127	-0.050503187	-0.409757014	-0.499178214	0.084064179	-0.057741433	-0.114132399	-0.041532369	-0.302404696	-0.009087227	0.032340409	0.000813413	0.355405608	-0.040608497	-0.448072278	-0.266161152	-0.010936747	0.129677856	0.095190285	-0.356449214	-0.10342796	-0.085227579	1.004995515	0.051171716	0.129037341	0.097845769	0.045335108	-0.248372765	0.37486954	-0.094819918	0.100533557	0.104092789	0.692181018	3.226746097	-0.115793248	-0.174776784	0.361093475	0.021846903	-0.018315916	-0.021742416	0.052926695	0.020516567	-0.060413706	0.253588987	-0.184556976	-0.200972487	-0.108789607	-1.029690397	-0.858636667	-0.785695962	-0.065836117	0	-0.141438696	-0.198606614	-0.082252584	0.102394895	-0.111857219	0.193654375	0.11894503	0.006642382	0.64107775	0.098551549	0.40074539	-0.005015598	0.089439682	-0.243922563	0.175265451	-0.98468019	0.066488046	-0.035208351	0.162898772	0.191166852	-0.301956207	0.142414043	0.043894751	0.249488481	-0.382229658	0.006342196	-0.058946184	-0.412370491	-0.068930984
TCGA-B6-A0RQ	0.191607753	0.286919422	-0.042289178	-0.828632787	0.245900598	0.765626128	-0.216073371	-0.326221367	-0.510226578	1.427053845	1.838541847	-1.811069031	0.033704455	-0.628332925	1.781313114	0.309141764	0.49356241	0.274498732	0.43721477	0.302913326	1.05295771	0.47102428	-0.263742993	-0.554178143	-0.469308096	-0.921256611	-0.499615004	0.53936863	-0.432983977	0.096920934	0.505457159	0.269227722	-0.52412951	-0.494523625	0.613813074	-0.056741012	-0.175515287	-0.337057904	1.354459082	-0.19175354	-0.15276723	-0.511702172	-0.149989898	-0.038101241	2.732708829	0.495329485	-0.511543447	0.104880835	-0.241962077	0.079938128	-0.145505824	-0.079545079	-0.696566185	-0.370768094	-0.653046796	1.720575456	-1.095544602	0.672886101	-0.514173659	0.284765221	0.523685985	-0.860272749	-1.314355494	-0.455168461	-0.286731873	0.14022699	-0.057355515	0.364269493	0.262391661	-1.138149307	0.310027598	-0.183477463	0.359050901	0.26987615	0.193506771	-0.050022763	-0.664500504	0.178876097	0.060340676	0.072038704	-0.438445971	-0.24336946	-0.368629449	-0.229571046	-0.554311641	-0.297156169	-0.225127428	0.067728402	0.202859972	0.51148509	0.228270356	1.229970884	-0.167603884	0.155569081	-0.00462218	0.421866229	0.442596796	-0.336302861	0.102055951	-0.142553688	1.640812128	0.003919103	-0.182344066	0.502468503	0.04229396	-0.425599098	0.186647146	2.069484745	-0.228218458	0.411821293	0.186442782	1.094542968	-1.074057024	0.241147456	0.16918442	0.226985689	0.402292237	-0.104841623	-0.294644263	-0.233913849	0.235062439	0.315529488	-0.964692753	0.057281279	-1.283066013	0.680613115	-0.035243238	-0.287191313	0.084511739	0.144057747	0.222063208	-0.691879475	0.124451955	0.045064163	0.520625325	0.460572173	-0.01728429	-0.31338941	0.197893011	0.57085836	-0.432802551	-0.033202617	2.556725684	-0.08795464	0.03230963	-0.258355573	-0.767608842	0.536116138	1.149060682	0.131081855	0.317637692	0.019615957	-0.454864776	-1.202066843	-0.110412499	-0.150145383	-0.816892509	0.096522025	-0.103604544	-4.052819827	0.069836762	-0.116711797	0.119037127	0.010623954	0.360736414	-0.067636277	-0.693951276	0.752335756	0.684162716	-0.208111922	0.325198853	-1.423897876	0.645062054	-0.207987712	0.012610385	-0.186988403	-0.52742184	-0.215029738	-0.235423916	-0.5150577	0.520029931	-0.109045407	0	0.178726542	0.656137786	-0.459237094	0.317705549	-0.041947415	-0.713461566	-0.821138281
TCGA-B6-A0RT	0.141690841	-0.003259816	-0.047854731	-0.624460007	-0.0721848	0.313219328	0.07806289	-0.710332669	-0.36449237	-0.890962959	-1.244100457	-1.805068988	0.078468559	-0.357368786	0.640276476	0.09182476	-0.167246027	-0.779116237	0.428368991	0.029405938	-0.941934235	0.009425282	-0.168804631	0.155855378	0.844260817	-0.700824447	0.261407839	0.194160683	-0.303874427	0.157337872	0.54213992	-0.264904525	-0.15522433	-1.100703895	0.320642088	0.238039247	-0.038202215	-0.082187468	0.549339828	0.015737588	0.040827005	-0.274226569	0.029956185	1.775656091	1.706864098	0.38027041	0.092091403	-0.121807957	0.249372897	0.201255612	0.070144755	0.487267907	0.232866019	-0.33151634	-1.596171533	0.846079085	0.256107537	0.257738399	0.204071727	-0.009398334	0.126439574	-0.823995667	-1.57174711	-0.227690503	-0.628044985	0.351143582	0.09275854	0.044181345	-0.134051228	-1.077716953	-2.765910901	-0.534508143	0.335317066	0.533227408	-1.537800091	-0.998116035	-0.100969605	0.181760704	-0.067192723	0.008474417	-0.388776567	-0.622761206	-1.191335108	-0.5212617	-0.57782615	-0.554986186	-0.989533339	-0.058582954	0.043668007	0.159371791	0.043812672	1.758161484	-1.29570092	-0.667098969	0.217460919	0.003400224	-0.233631221	-0.200151811	1.727411771	-0.311179567	0.733228786	0.114546991	-0.043517127	0	0.197384227	-0.504429822	0.115310551	-0.553396306	0.251558745	0.470043895	0.193288523	0.385851778	-1.283338236	0.047894775	0.307565306	0.389414119	-0.175424058	0.382746531	0.062221667	0.289065949	0.074185327	0.285721979	0.192802699	-0.678348944	-0.475329203	0.511994246	0.110388636	-0.260218462	-0.103526904	-0.193598172	0.015732052	0.37818695	-0.051954128	-0.242809683	-0.026315676	0.357492861	-0.13267213	0.640399158	0.021170358	0.403385544	-0.038389172	0.698593381	-0.479282731	0.037603492	0.10371903	0.110455557	-0.425431759	-0.317368591	0.255451163	-0.080220597	0.138492842	-0.425237894	-0.862979734	-0.171292067	-0.357264062	-0.137000595	0.005049199	0.506813008	-0.028154292	-0.467467662	-0.008302539	0.094785595	-0.128043352	-0.166271843	0.056632921	0.056566898	-0.403654885	0.124672659	0.628411039	0.446814863	0.411900666	0.76043589	0.093121769	0.170190893	-0.010517338	-0.055220419	0.17948845	-0.237559945	-0.466966784	-1.363207129	-1.915380554	-0.02861718	0.052226002	0.076374595	-0.491721058	-0.61073124	-0.167243979	-0.014612735	-0.243664645	-0.635593952
